brand,category,condition,size,sample_size,avg_price,median_price,min_price,max_price,avg_days_listed,avg_days_to_disappear
marks & spencer,womens_tops_and_tshirts,new with tags,m,15,8.97,8.0,2.5,25.0,1.7,4.6
marks & spencer,womens_tops_and_tshirts,new with tags,s,15,8.97,10.0,3.5,17.5,4.5,4.1
ralph lauren,brand_ralph_lauren_shirt,very good,8 years,15,6.7,6.0,4.0,11.96,4.7,6.3
shein,womens_jeans,very good,s,15,4.28,3.0,1.0,15.0,6.4,5.8
river island,jeans,very good,w32,15,4.1,3.0,1.5,12.99,5,6.1
nike,brand_nike_hoodie,new without tags,xs,15,10.33,10.0,3.99,25.0,2.9,5.0
nike,brand_nike,good,13 child | eu 32,15,5.1,4.0,3.0,15.0,4.2,5.1
topshop,womens_jumpers_and_sweaters,very good,s,15,5.17,4.0,1.5,12.0,4.6,4.7
adidas,brand_adidas_shoes,good,11 child | eu 29,15,6.17,4.0,3.0,17.0,6.2,6.1
columbia,outerwear,very good,m,15,27.13,20.0,9.0,80.0,2.9,4.8
regatta,outerwear,very good,m,15,9.4,6.0,2.0,29.0,1.5,5.2
marks & spencer,jeans,very good,w32,15,5.3,5.0,1.5,10.0,7.2,6.5
hugo boss,tops_and_tshirts,very good,l,15,10.47,10.0,3.0,27.5,2,5.3
nike,shoes,good,9.5,15,23.67,17.0,9.0,80.0,5.3,6.0
nike,outerwear,very good,s,15,20.72,15.0,5.38,50.0,3.7,4.9
shein curve,womens_dresses,very good,xl,15,3.23,3.0,1.0,8.0,2.6,5.4
levi's,brand_levis,new with tags,xl,15,14.74,12.0,8.0,45.0,3.1,5.0
h&m,outerwear,very good,l,15,8.54,7.0,3.0,22.0,3.1,6.8
next,tops_and_tshirts,very good,s,15,2.27,2.0,1.0,4.0,3.9,4.1
carhartt,brand_carhartt,very good,w31,15,26.27,25.0,11.0,55.0,4.3,5.7
nike,trousers,good,s,15,7.07,6.0,2.0,18.0,6,6.2
adidas,brand_adidas_shoes,satisfactory,5,15,9.27,8.0,5.0,17.0,2.3,5.2
next,womens_dresses,good,m,15,3.6,3.0,1.0,16.0,5.5,7.2
hollister,tops_and_tshirts,very good,m,15,5.77,4.0,1.0,15.0,2.6,4.9
zara,tops_and_tshirts,very good,l,15,4.55,4.0,3.0,10.0,2.2,5.0
nike,brand_nike,new with tags,xl,15,14.87,12.0,6.0,40.0,3.9,4.5
marks & spencer,jumpers_and_sweaters,very good,xxl,15,5.93,6.0,2.0,15.0,3.9,5.1
marks & spencer,womens_jeans,good,l,15,3.33,3.0,1.0,7.0,3.5,4.7
primark,womens_tops_and_tshirts,new with tags,m,15,4.13,3.0,1.0,8.0,3,4.7
ralph lauren,brand_ralph_lauren_shirt,very good,6 years,15,7.04,6.0,3.0,20.0,3.3,5.7
supreme,brand_supreme,new without tags,s,15,63.6,45.0,24.0,190.0,6.7,7.9
palace,brand_palace,good,l,15,44.0,28.0,10.0,200.0,7.8,7.3
shein,womens_skorts,new without tags,xs,15,3.12,2.0,1.5,7.0,7.9,7.2
marks & spencer,womens_jeans,new without tags,s,15,14.77,10.0,1.5,45.0,1.3,4.6
nike,brand_nike_tech_fleece_trousers,new with tags,l,15,44.53,45.02,30.0,60.0,7.3,7.7
palace,brand_palace,new without tags,s,15,50.53,45.0,4.99,125.0,4.6,7.4
vintage dressing,jumpers_and_sweaters,very good,xl,15,18.0,18.0,18.0,18.0,3.9,6.4
palace,brand_palace_shirt,satisfactory,l,15,12.39,10.0,3.0,25.0,9.3,8.5
marks & spencer,womens_outerwear,new without tags,m,15,23.0,15.0,5.0,52.0,3.7,4.6
george,womens_dresses,new with tags,l,15,4.53,4.5,2.0,8.0,4.6,5.8
pull & bear,womens_dresses,very good,s,15,5.2,4.0,2.0,10.0,3,5.2
roman,womens_dresses,very good,m,15,5.17,4.0,2.0,15.0,2.5,5.3
apricot,womens_dresses,very good,s,15,6.37,4.0,2.0,18.0,5.9,5.1
unknown,womens_outerwear,new without tags,s,15,13.07,12.0,4.0,25.0,4.3,5.3
regatta,womens_outerwear,very good,l,15,11.26,8.0,4.95,40.0,2.3,4.4
nike,brand_nike_tech_fleece_trousers,new with tags,xl,15,38.5,35.0,12.5,64.99,7.5,6.8
phase eight,womens_dresses,very good,m,15,17.59,15.0,5.0,55.0,3.8,5.7
under armour,trousers,very good,l,15,11.46,12.99,7.0,18.0,1.6,4.1
nike,brand_nike_tech_fleece_hoodie,good,13 years,15,10.43,8.0,3.5,40.0,8.2,7
japan style,mens_shorts,very good,w36,15,12.93,14.0,10.0,16.0,15.3,7.5
lauren ralph lauren,womens_jumpers_and_sweaters,good,l,15,15.47,15.0,11.0,25.0,5,8.4
adidas,brand_adidas,very good,4,14,22.14,25.5,3.0,37.99,4.6,4.5
lipsy,womens_dresses,very good,m,14,6.07,5.0,3.0,15.0,3.6,4.6
nike,brand_nike,very good,8.5 child | eu 26,14,7.0,6.0,3.0,14.0,3.2,4.7
levi's,brand_levis,new with tags,w32,14,30.52,26.5,18.0,55.0,4.6,4.8
bershka,womens_skorts,very good,m,14,5.93,5.5,3.0,12.0,5.6,6.9
vans,tops_and_tshirts,very good,m,14,5.46,4.0,2.0,12.0,2.7,4.5
papaya,womens_outerwear,very good,m,14,8.89,5.0,2.0,28.0,3.1,5.0
zara,shorts,very good,m,14,5.46,5.0,3.0,10.0,4.9,4.5
adidas,brand_adidas_shoes,very good,11 child | eu 29,14,8.14,8.0,3.0,15.0,2,5.3
zara,womens_skorts,new without tags,l,14,7.19,5.0,3.0,15.55,4.4,6.8
carhartt wip,brand_carhartt_t_shirt,very good,xxl,14,15.99,15.0,15.0,25.85,3.9,7.2
nike air,brand_nike_air_max_95,very good,5 junior | eu 38,14,26.61,24.0,12.5,45.0,7,10.4
nike,brand_nike_tracksuit,very good,10 years,14,7.32,6.0,3.0,20.0,2.9,4.7
ralph lauren,brand_ralph_lauren_polo_shirt,new with tags,s,14,30.07,30.0,20.0,45.0,2.5,3.8
french chore jacket mens large vintage workwear canvas shirt,outerwear,good,l,14,23.21,22.0,19.5,34.5,3.8,6.2
denim co,shorts,very good,w36,14,2.23,2.0,1.0,4.0,2.5,5.2
gymshark,activewear,very good,s,14,10.21,9.0,4.5,22.0,3,4.1
marks & spencer,womens_jumpers_and_sweaters,new without tags,m,14,10.57,8.25,3.0,28.0,5.3,4.6
bershka,brand_bershka,very good,4,14,11.07,8.0,3.0,40.0,2.9,6.2
next,womens_jumpers_and_sweaters,very good,xl,14,4.16,3.1,2.0,8.0,4.4,5.5
h&m,brand_hm,very good,11 years,14,4.39,3.75,3.0,10.0,3.4,6.2
topshop,womens_dresses,very good,m,14,5.86,4.5,1.5,15.0,5.9,6.1
hobbs,womens_dresses,very good,s,14,15.68,13.75,6.0,37.0,0.2,5.2
nike,brand_nike_t_shirt,very good,11 years,14,3.86,3.5,3.0,5.0,4.4,5.9
asos design,womens_outerwear,very good,s,14,10.11,8.0,5.0,25.0,3.1,5.5
the north face,tops_and_tshirts,very good,l,14,4.0,4.0,1.99,5.0,2.3,4.7
prettylittlething,womens_dresses,new with tags,m,14,6.71,6.25,2.0,15.0,6.9,5.2
shein,womens_jeans,very good,m,14,2.88,3.0,1.0,5.36,5.6,5.9
polo ralph lauren,brand_polo_ralph_lauren,very good,14 years,14,13.32,11.0,3.0,35.0,4.6,6.0
nike,brand_nike_air_max_95,very good,9.5,14,52.91,45.0,30.0,132.0,2.2,7.1
unknown,womens_dresses,very good,l,14,7.27,4.25,2.0,32.99,4.2,5.4
nike,brand_nike_tech_fleece_hoodie,new without tags,xs,14,20.15,20.0,5.0,40.0,5.3,8.4
regatta,outerwear,very good,l,14,6.46,5.75,3.0,15.0,3.9,5.2
tu,womens_tops_and_tshirts,very good,l,14,2.68,2.25,1.0,6.0,2.9,4.3
h&m,brand_hm,very good,14 years,14,5.43,4.75,3.0,13.0,5.1,6
vintage dressing,womens_outerwear,very good,s,14,42.79,39.0,8.0,80.0,6.6,5.2
brandy melville,womens_tops_and_tshirts,very good,s,14,5.92,5.69,3.5,8.0,7.1,4.9
primark,womens_tops_and_tshirts,new without tags,s,14,2.17,1.21,1.0,9.0,2.1,5.8
nike,brand_nike_tracksuit,very good,11 years,14,8.32,6.0,4.0,20.0,3.9,4.7
f&f,womens_tops_and_tshirts,very good,l,14,2.99,3.0,1.0,8.0,5.6,4.5
nike,tops_and_tshirts,very good,s,14,3.69,3.0,2.0,12.5,3.6,4.7
adidas,brand_adidas_shoes,new without tags,9,14,32.57,27.5,11.0,80.0,1.9,5.2
next,jumpers_and_sweaters,very good,s,14,5.22,4.5,2.0,10.0,2,6.3
abercrombie & fitch,womens_jumpers_and_sweaters,very good,s,14,21.35,12.5,5.0,80.0,4.6,3.7
puma,activewear,very good,l,14,12.3,10.0,2.75,42.0,6.8,5.7
nike,brand_nike_t_shirt,very good,12 years,14,5.86,5.0,3.0,20.0,2.9,6.2
george,womens_dresses,very good,s,14,3.55,3.25,1.0,10.0,4.6,6.6
asos design,womens_skorts,very good,m,14,4.64,4.0,2.0,12.0,5,7
nike,shorts,very good,s,14,7.43,7.0,3.0,19.99,4.4,7.0
river island,womens_outerwear,very good,l,14,15.79,11.0,5.0,43.0,5.8,5.0
the north face,womens_outerwear,good,m,14,17.21,17.5,5.0,30.0,4.9,4.3
ralph lauren,jumpers_and_sweaters,very good,s,14,32.71,31.5,12.0,50.0,3.7,4.0
river island,womens_skorts,very good,s,14,8.14,5.0,3.0,20.0,7.1,7.1
adidas,brand_adidas,very good,14 years,14,6.32,5.0,3.0,15.0,3.4,6.0
polo ralph lauren,brand_ralph_lauren_hoodie,new without tags,s,14,27.29,22.5,12.0,80.0,3.3,6.4
nike,brand_nike,good,11 years,14,5.25,4.0,3.0,25.0,5.1,6.3
berghaus,outerwear,very good,l,14,23.21,15.5,6.0,65.0,2,5.4
nike,brand_nike,new without tags,xs,14,5.32,5.0,3.0,9.99,2.6,5.4
hugo boss,jumpers_and_sweaters,very good,xl,14,15.71,13.5,5.0,35.0,2.9,4.2
nike,brand_nike,very good,6.5,14,23.04,19.0,9.0,55.0,2.9,4.9
nike,brand_nike_hoodie,new with tags,l,14,20.38,22.73,7.0,30.0,1.3,5.3
topman,outerwear,very good,m,14,7.32,6.25,3.0,23.0,4.5,5.8
levi's,brand_levis,very good,5,14,7.53,6.5,3.0,18.0,5,7.6
montirex,outerwear,very good,s,14,17.78,15.0,7.0,40.0,3.6,5.7
vintage dressing,outerwear,very good,l,14,40.03,45.0,11.99,58.0,6.6,5.8
supreme,brand_supreme_shirt,good,s,14,19.96,20.25,3.0,35.0,7.4,7.7
supreme,brand_supreme,good,l,14,25.87,20.0,5.0,65.0,6.5,7.3
levi's,brand_levis,new without tags,w32,14,16.31,15.0,8.0,40.0,1.9,5.6
unknown,womens_jeans,very good,m,14,4.93,3.5,2.0,19.99,7,6
stüssy,tops_and_tshirts,very good,m,14,17.49,17.96,8.0,25.0,2.2,4.1
lacoste,tops_and_tshirts,very good,m,14,10.14,7.5,2.0,45.0,1.5,4.5
asics,shoes,very good,8.5,14,65.21,60.5,30.0,115.0,4.2,4.6
hollister,tops_and_tshirts,very good,l,14,5.98,4.0,2.5,22.99,3.9,4.0
polo ralph lauren,brand_polo_ralph_lauren,new with tags,l,14,42.43,25.0,5.0,199.99,3.9,4.3
arne,jumpers_and_sweaters,very good,m,14,10.86,9.5,6.0,25.0,0.3,3.7
ralph lauren,brand_ralph_lauren_shirt,very good,16 in | 40 cm,14,16.47,16.5,7.0,30.0,2.6,6.4
gant,jumpers_and_sweaters,very good,l,14,17.36,13.5,7.0,28.99,4.7,4.3
nike,brand_nike_hoodie,new with tags,s,14,20.12,19.0,10.0,43.99,2.8,5.6
polo ralph lauren,brand_ralph_lauren_hoodie,very good,7 years,14,11.54,11.98,4.0,26.21,4.9,6.7
h&m,brand_hm,very good,4,14,7.5,5.0,3.0,18.0,4,4.5
unknown,activewear,very good,unknown,14,8.57,5.0,1.0,45.0,3.4,6.2
new look,womens_jumpers_and_sweaters,good,m,14,2.56,2.95,1.0,4.0,5.9,4.8
george,womens_tops_and_tshirts,very good,l,14,1.86,1.75,1.0,4.0,3.1,4.6
missguided,womens_dresses,very good,s,14,5.23,4.0,1.0,20.0,2.1,4.8
levi's,womens_jeans,very good,xs,14,11.14,10.98,4.99,20.0,2.4,5.2
unknown,womens_jeans,new without tags,m,14,7.08,6.0,3.0,18.0,4.8,4.7
nike,brand_nike_air_max_95,very good,4.5,14,32.0,30.0,12.0,55.0,2.6,7.7
tommy hilfiger,outerwear,very good,l,14,23.86,18.0,12.0,53.0,4,4.8
palace,brand_palace_shirt,satisfactory,m,14,10.42,9.0,5.0,20.92,8,6.9
polo ralph lauren,brand_polo_ralph_lauren,very good,w42,14,16.3,17.49,9.62,24.0,11.9,7.9
next,jumpers_and_sweaters,very good,xl,13,4.88,4.0,3.0,10.0,2.9,5.2
fred perry,tops_and_tshirts,very good,s,13,10.96,10.0,4.5,20.0,3.7,5.0
asos design,womens_jumpers_and_sweaters,very good,m,13,6.43,6.0,3.0,15.0,2.8,4.8
gant,jumpers_and_sweaters,very good,m,13,20.24,23.0,8.0,30.0,3.9,4.6
unknown,womens_jumpers_and_sweaters,very good,m,13,8.69,5.0,1.0,29.99,5.2,5.2
uniqlo,outerwear,very good,l,13,15.85,10.0,5.0,50.0,2.1,6.3
ralph lauren,tops_and_tshirts,very good,m,13,16.49,11.99,6.0,45.0,4.1,5.1
shein,womens_tops_and_tshirts,new without tags,xl,13,2.03,2.0,1.0,6.0,4.7,4.4
adidas,brand_adidas_shoes,good,8 child | eu 25,13,5.58,5.0,3.0,12.5,2.5,4.7
adidas,brand_adidas,good,xs,13,5.76,3.0,3.0,30.0,4,6.3
under armour,activewear,good,l,13,5.11,5.0,1.0,14.0,3.6,5.2
adidas,brand_adidas_shoes,good,9 child | eu 27,13,5.85,5.0,3.0,12.0,3.2,5.9
nike air,brand_nike_air_max_95,very good,4.5,13,23.77,20.0,10.0,40.0,7.8,9.2
under armour,activewear,very good,xxl,13,6.6,5.0,4.0,24.0,2.2,4.6
unknown,brand_carhartt,new without tags,unknown,13,13.44,15.0,7.0,20.0,2.5,5
polo ralph lauren,brand_polo_ralph_lauren,new with tags,m,13,29.65,27.45,10.0,70.0,2.9,4.8
river island,outerwear,very good,l,13,8.27,7.0,4.0,20.0,5.2,6.5
polo ralph lauren,brand_ralph_lauren_shirt,very good,xxl,13,16.13,15.0,5.0,30.0,5.4,5.6
oh polly,womens_dresses,new with tags,s,13,16.69,13.0,5.0,45.0,7.3,5.5
adidas,brand_adidas,very good,3 years,13,4.42,4.0,3.0,9.5,2.2,4.2
fatface,womens_jeans,very good,m,13,5.92,6.0,1.0,10.0,2.4,4.6
unknown,brand_nike,new without tags,unknown,13,6.38,5.0,3.0,10.0,2.5,4.8
nike,jumpers_and_sweaters,very good,xxl,13,9.42,10.0,4.0,18.0,1.8,4.7
denim co,jeans,very good,w32,13,2.62,3.0,1.5,3.5,4.2,5.1
zara,womens_dresses,new without tags,m,13,8.19,9.0,3.0,16.5,3,4.9
per una,womens_outerwear,very good,m,13,14.69,12.0,4.0,38.0,3.6,4.8
zara,womens_outerwear,new with tags,s,13,41.5,35.0,16.0,95.0,3.6,5.0
river island,womens_dresses,new with tags,m,13,15.31,12.0,3.0,40.0,5.2,5.2
polo ralph lauren,brand_ralph_lauren_polo_shirt,good,xxl,13,12.0,12.0,3.0,35.0,4.1,5.8
nike air,brand_nike_air_max_95,very good,8.5,13,47.92,50.0,28.0,60.0,7.1,8
tommy hilfiger,jumpers_and_sweaters,very good,m,13,11.86,12.0,4.5,24.0,3.5,5.5
zara,womens_tops_and_tshirts,very good,xl,13,4.81,4.0,3.0,8.0,4.4,4.8
f&f,womens_jumpers_and_sweaters,very good,xl,13,4.09,3.0,1.5,16.0,2.6,5.4
nike,shoes,new with tags,9,13,50.46,50.0,10.0,95.0,2.8,4.7
the north face,activewear,very good,m,13,17.77,20.0,3.0,46.0,2.2,5.6
carhartt,brand_carhartt,new with tags,m,13,28.62,25.0,10.0,55.0,1.2,6.2
nike,brand_nike_tech_fleece_hoodie,very good,11 years,13,8.88,8.5,4.0,20.0,6.3,8.2
superdry,jumpers_and_sweaters,very good,m,13,7.62,6.0,3.0,20.0,3.7,5.1
adidas,brand_adidas_shoes,good,3 junior | eu 36,13,5.62,5.0,3.0,10.0,5.6,5.1
palace,brand_palace_t_shirt,very good,l,13,41.56,35.0,20.33,100.0,13.1,7.9
topshop,womens_jeans,very good,m,13,11.85,5.0,3.0,90.0,8.4,5.1
unknown,tops_and_tshirts,very good,m,13,3.65,4.0,1.0,10.0,4.2,5.7
polo ralph lauren,brand_ralph_lauren_shirt,very good,xs,13,12.65,12.0,5.0,25.0,2.8,5.7
unknown,womens_jumpers_and_sweaters,very good,l,13,6.38,4.0,2.5,20.0,7.5,5.4
ralph lauren,brand_ralph_lauren_shirt,new with tags,l,13,24.85,25.0,15.0,36.0,1.9,4.7
prettylittlething,womens_jumpers_and_sweaters,very good,s,13,4.54,3.0,1.0,15.0,5.5,4.2
marks & spencer,womens_jumpers_and_sweaters,new without tags,s,13,9.04,5.0,3.0,28.0,2.5,4.6
papaya,womens_dresses,very good,l,13,3.42,2.0,1.5,13.9,5.2,5.3
shein,womens_outerwear,new without tags,m,13,4.37,4.0,1.5,10.0,3.2,5.8
new look,womens_tops_and_tshirts,new without tags,m,13,3.43,3.0,1.55,8.0,6.2,5.1
new look,womens_tops_and_tshirts,new without tags,s,13,3.73,3.0,2.0,15.0,7.8,5.5
marks & spencer,womens_tops_and_tshirts,new without tags,s,13,5.15,4.0,1.0,15.0,5,3.8
polo ralph lauren,brand_ralph_lauren_polo_shirt,very good,7 years,13,8.5,6.0,3.0,15.0,5.5,6.1
nike,brand_nike_tracksuit,very good,xxl,13,24.15,22.0,13.0,45.0,5.1,5.6
nike,brand_nike_tracksuit,very good,4 years,13,7.23,6.0,4.0,17.5,2.9,4.5
prettylittlething,womens_skorts,very good,s,13,3.98,3.0,2.0,10.0,7.7,7.1
polo ralph lauren,jumpers_and_sweaters,very good,l,13,43.53,44.95,15.0,110.0,3.5,3.8
primark,womens_jumpers_and_sweaters,good,s,13,2.12,2.0,1.0,4.0,5.6,6.1
tommy hilfiger,jumpers_and_sweaters,very good,s,13,11.77,10.0,4.0,22.95,3.3,5.2
nike,brand_nike,very good,12 child | eu 31,13,10.23,10.0,3.0,28.0,1.9,4.7
nike air,brand_nike_hoodie,very good,m,13,9.15,8.0,3.0,20.0,2.8,4.9
superdry,womens_outerwear,very good,m,13,15.29,12.0,7.0,40.0,2.2,4.8
polo ralph lauren,brand_polo_ralph_lauren,new without tags,xs,13,13.92,10.0,6.0,49.99,2.5,6.1
nike,brand_nike_tech_fleece_hoodie,new without tags,xl,13,23.05,20.0,9.0,60.0,6,8.0
unbranded,trousers,good,w34,13,16.49,16.95,10.95,17.95,4.4,3.6
dickies,trousers,very good,w34,13,12.88,10.0,3.5,42.99,2.2,5.2
nike,brand_nike_tech_fleece_trousers,new without tags,l,13,22.65,25.0,9.0,35.0,4.2,7.7
primark,womens_skorts,new with tags,m,13,3.62,4.0,2.0,4.0,6.5,7.2
carhartt,brand_carhartt_t_shirt,good,xxl,13,7.96,7.0,4.0,14.98,4.2,5.5
lee,jeans,very good,w34,13,9.69,9.0,4.0,28.0,3.7,5.1
replay,jeans,very good,w32,13,13.38,12.0,6.0,20.0,3.3,4.7
carhartt wip,brand_carhartt_jacket,very good,l,13,49.75,55.0,22.0,70.0,4.2,6.8
supreme,brand_supreme_t_shirt,new with tags,s,13,37.4,35.0,3.0,75.0,6.7,10.1
nike,brand_nike_hoodie,very good,10 years,13,6.58,5.0,3.0,11.99,3.8,5.2
polo ralph lauren,brand_ralph_lauren_shirt,new without tags,m,13,18.77,20.0,6.0,40.0,3.2,4.7
unknown,tops_and_tshirts,very good,l,13,5.46,3.0,1.0,15.0,4.5,6.0
fred perry,jumpers_and_sweaters,very good,l,13,16.77,15.0,8.0,30.0,1.1,5.1
champion,jumpers_and_sweaters,very good,xl,13,10.54,10.0,6.99,16.0,3.1,5.1
apricot,womens_dresses,very good,m,13,4.85,4.0,2.0,10.0,4.5,5.2
marks & spencer,womens_jeans,new with tags,m,13,19.46,20.0,8.5,40.0,2.9,6.0
unknown,womens_dresses,new without tags,l,13,6.9,5.0,2.0,16.0,7.5,4.7
oh polly,womens_dresses,very good,xs,13,14.85,12.0,3.0,40.0,6.3,4.9
zara,womens_jumpers_and_sweaters,new without tags,s,13,8.96,6.0,3.0,33.0,4.2,5.1
new balance,shoes,very good,10.5,13,35.08,30.0,15.0,59.0,3.2,5.3
polo ralph lauren,brand_polo_ralph_lauren,new without tags,xxl,13,17.69,15.0,10.0,59.99,1.8,5.6
polo ralph lauren,brand_polo_ralph_lauren,very good,8,13,14.77,13.0,8.0,25.99,4.1,5.6
nike,shoes,good,11,13,33.48,30.0,10.0,70.0,4.2,5.3
clarks,shoes,very good,9,13,14.8,15.0,6.0,22.0,3.4,4.1
new look,womens_dresses,new without tags,l,13,4.12,3.0,1.0,12.0,3.6,5.2
nike,brand_nike,good,7 child | eu 24,13,4.69,5.0,3.0,9.0,4.5,4.6
adanola,womens_jumpers_and_sweaters,very good,l,13,25.69,28.0,10.0,40.0,0.8,4.5
under armour,activewear,new without tags,xl,13,12.27,10.0,3.0,45.0,3.3,4.9
ralph lauren,brand_ralph_lauren_shirt,very good,xxxl,13,14.16,14.96,7.0,25.0,3.8,5.4
urban outfitters,womens_tops_and_tshirts,new without tags,s,13,7.38,7.0,2.0,15.0,5,4.4
nike air,brand_nike_air_max_95,good,5,13,14.85,13.0,5.0,30.0,8.8,9.2
new balance,shoes,very good,7,13,35.12,30.0,10.0,85.0,3.6,5.5
ted baker,womens_dresses,very good,m,13,16.5,12.0,4.0,55.0,5.6,5.8
& other stories,womens_jumpers_and_sweaters,very good,s,13,22.96,16.0,9.0,45.0,2.7,3.5
supreme,brand_supreme_shirt,new with tags,s,13,51.15,35.0,20.0,200.0,5.3,5.9
true religion,womens_jeans,very good,s,13,21.77,22.0,5.0,35.0,8.1,4.7
palace,brand_palace_hoodie,new with tags,l,13,109.92,110.0,49.0,180.0,8.5,8.6
patagonia,womens_outerwear,very good,m,13,35.78,26.0,13.0,95.0,6.9,5.7
unknown,outerwear,very good,l,13,15.15,8.0,5.0,55.0,3.6,5.2
tu,womens_outerwear,very good,s,13,7.38,8.0,1.5,20.0,3.8,5.2
palace,brand_palace_t_shirt,new without tags,l,13,43.69,45.0,25.0,80.0,12.7,9
slazenger,womens_skorts,very good,s,13,3.58,3.0,2.5,8.0,6.9,7.3
ego,womens_dresses,new with tags,s,13,9.88,8.0,5.0,20.0,4.8,4.8
dickies,outerwear,very good,m,13,15.61,11.0,8.0,30.0,0.6,5.3
the north face,womens_jumpers_and_sweaters,very good,s,13,10.54,12.0,4.0,20.0,4.3,3.2
nike,brand_nike,very good,7.5,12,25.21,20.0,10.0,59.99,3.7,5.5
polo ralph lauren,brand_ralph_lauren_shirt,new without tags,l,12,18.74,17.0,6.0,40.0,2.8,4.1
new balance,activewear,very good,m,12,17.73,11.37,6.0,80.0,4.3,5.5
carhartt,brand_carhartt,good,one size,12,9.94,8.5,4.29,20.0,2.4,6.1
monsoon,womens_dresses,very good,l,12,12.88,11.0,5.0,37.0,8.1,4.3
pull & bear,womens_outerwear,very good,s,12,11.45,9.0,3.0,30.0,2.4,4.7
nike,brand_nike,good,12 child | eu 31,12,6.16,5.0,3.0,12.0,2.2,5.6
shein,womens_skorts,new without tags,xl,12,2.64,2.34,1.5,5.0,6.8,6.7
shein,womens_dresses,new without tags,xs,12,4.88,4.5,1.0,15.0,9.7,6.3
adidas,outerwear,very good,l,12,15.08,13.5,4.0,39.99,1.8,5.9
asics,shoes,new with tags,9,12,70.58,70.0,55.0,100.0,1.1,3.7
arne,jumpers_and_sweaters,very good,l,12,14.67,12.5,9.0,23.0,3.8,6.0
crew clothing company,jumpers_and_sweaters,very good,xl,12,12.17,9.75,4.0,22.0,5.7,5.6
adidas,brand_adidas,good,xxl,12,5.96,5.5,3.0,12.0,2.6,5.2
adidas,brand_adidas,new without tags,xl,12,22.25,12.0,3.0,80.0,1.4,5.8
adidas,brand_adidas_shoes,very good,8 child | eu 25,12,7.94,7.5,3.25,20.0,4.1,5.2
under armour,outerwear,very good,s,12,18.92,18.5,7.0,35.0,2.5,4.3
adidas,brand_adidas_shoes,good,6 baby | eu 23,12,6.67,4.25,3.0,15.0,6.3,5.4
new look,womens_skorts,very good,s,12,2.96,3.0,2.0,4.0,3.5,7.1
carhartt,brand_carhartt,new with tags,one size,12,14.16,13.0,8.97,30.0,4.7,5.4
h&m,jumpers_and_sweaters,very good,m,12,3.89,4.0,2.0,5.0,3.2,6.2
polo ralph lauren,brand_polo_ralph_lauren,very good,w40,12,17.11,18.0,10.0,26.39,9.8,7.9
primark,womens_jumpers_and_sweaters,new without tags,s,12,3.79,4.0,1.0,7.0,1.9,5.2
hollister,womens_jumpers_and_sweaters,very good,l,12,7.79,6.0,2.0,17.0,2.8,5.7
h&m,brand_hm,very good,12 years,12,3.94,3.88,3.0,5.0,3.7,5.5
per una,womens_jeans,very good,m,12,8.42,5.0,3.0,25.0,4.1,5.4
allsaints,tops_and_tshirts,very good,l,12,7.88,7.5,3.0,13.0,2.2,4.6
supreme,brand_supreme,new with tags,l,12,139.49,94.94,15.0,480.0,2.8,8.4
nike,activewear,new with tags,l,12,22.91,13.0,6.0,75.0,2.7,5.6
nike,brand_nike,very good,one size,12,6.25,5.0,3.0,14.0,1.8,4.5
asos,womens_tops_and_tshirts,very good,s,12,3.79,3.0,2.95,8.0,5.1,4.8
urban outfitters,womens_dresses,very good,s,12,9.62,8.0,4.5,25.0,5.9,5.4
zara,womens_outerwear,good,s,12,12.67,13.5,4.0,30.0,2.8,5.7
jane norman,womens_dresses,very good,s,12,15.08,13.5,6.0,25.99,5.1,4.9
nike,brand_nike,very good,1-3 months,12,6.17,5.5,3.0,10.0,2.7,5.4
lacoste,tops_and_tshirts,very good,s,12,10.17,7.0,3.0,20.0,3.5,6.2
h&m,brand_hm,good,24-36 months,12,4.54,3.5,3.0,10.0,1.9,6.3
prettylittlething,womens_outerwear,very good,m,12,10.86,9.5,1.5,27.0,5.2,4.4
adidas,shoes,very good,8,12,26.0,23.5,6.0,59.99,2.5,5.7
nike,brand_nike_air_max_95,very good,3 junior | eu 36,12,32.42,30.0,20.0,55.0,2.1,5.4
nike,brand_nike,very good,5 years,12,4.29,4.0,3.0,10.0,2.6,5.2
adidas originals,brand_adidas,new with tags,m,12,23.17,20.0,9.0,55.0,2.9,4.4
zara,womens_jeans,good,s,12,5.92,4.0,3.0,12.0,4.1,6.4
stradivarius,womens_tops_and_tshirts,very good,m,12,3.92,4.5,2.0,5.99,5.4,4.9
nike,brand_nike_tracksuit,very good,3-6 months,12,5.29,5.0,4.0,9.49,4.9,5.4
arne,trousers,very good,l,12,11.67,10.0,7.0,20.0,2.5,5.1
dickies,trousers,very good,w30,12,11.12,10.89,8.0,14.0,3.4,5.5
adidas,activewear,new without tags,m,12,17.12,10.0,3.5,65.0,6,4.7
zara,jumpers_and_sweaters,very good,l,12,10.84,9.0,3.5,25.0,2.3,5.1
nike,brand_nike_tracksuit,very good,8 years,12,13.42,10.0,4.0,35.0,3.3,4.2
puma,shoes,very good,9,12,19.79,20.0,8.0,35.0,4.6,5.3
nike,brand_nike_t_shirt,new without tags,xs,12,4.42,4.0,3.0,10.0,4.4,5.7
nike,brand_nike_tracksuit,good,12 years,12,8.71,5.0,3.0,20.0,2.6,5.9
palace,brand_palace_shirt,new without tags,l,12,43.52,32.5,11.22,120.0,7.9,8.8
